store_id,name,genre,subgenre
"com.innersloth.spacemafia","Us","Action","Social"
"com.cassette.aquapark","aquapark.io","Action","Arcade"
"com.xq.archeroii","2","Action","Shooter"
"com.YoStarEN.AzurLane","Lane","Action","Shooter"
"com.thegamekitchen.blasphemousmobile","Blasphemous","Action","Action Platformer"
