store_id,name,genre,subgenre
com.ustwo.monumentvalley2,"Monument Valley 2","Puzzle",TBD
com.cedargames.mysterytown,"Mystery Town - Merge & Cases","Puzzle",TBD
com.fc.p.to.creepy.annoying.puzzle.story,"Nightmare Puzzles: The Unknown","Puzzle",TBD
com.easybrain.nonogram,"Nonogram.com - Picture Cross","Puzzle",TBD
com.game.foldpuzzle,"Paper Fold","Puzzle",TBD
com.europosit.pixelcoloring,"Pixel Art - Color by Number","Puzzle",TBD
com.loomgames.pixelflow,"Pixel Flow!","Puzzle",TBD
com.pocket.sort.coin.puzzle.game,"Pocket Sort: Coin Merge Puzzle","Puzzle",TBD
com.mobentertainment.PoppyPlaytimeChapter4,"Poppy Playtime Chapter 4","Puzzle",TBD
com.higame.brain.twist.tricky.puzzle,"Prison Puzzle: Brain Twist","Puzzle",TBD
com.sp.rope.escape.master,"Rope Escape Master","Puzzle",TBD
com.dreamgames.royalkingdom,"Royal Kingdom","Puzzle",TBD
com.dreamgames.royalmatch,"Royal Match","Puzzle",TBD
com.pc.sand.loop,"Sand Loop","Puzzle",TBD
com.bravestars.savethedog.drawgame,"Save The Pets","Puzzle",TBD
com.ig.screwdom,"Screwdom 3D","Puzzle",TBD
com.gamedots.seasideescape,"Seaside Escape®: Merge & Story","Puzzle",TBD
puzzle.snakes.puzzle.slithereat.gaming,"Snake Puzzle: Slither to Eat","Puzzle",TBD
com.Game.SpongeArt,"Sponge Art: Shape Puzzle","Puzzle",TBD
com.easybrain.sudoku.android,"Sudoku.com - Classic Sudoku","Puzzle",TBD
air.air.SugarSugar,"sugar, sugar","Puzzle",TBD
com.tangled.rope,"Tangled Rope: Twisted Puzzle","Puzzle",TBD
com.playstudios.tetrisblockparty,"Tetris® Block Party","Puzzle",TBD
com.game.thatsmyseat,"That's My Seat - Logic Puzzle","Puzzle",TBD
com.bluebraingames.thehouseofdavinci,"The House of Da Vinci","Puzzle",TBD
com.FireproofStudios.TheRoom,"The Room","Puzzle",TBD
com.FireproofStudios.TheRoom3,"The Room Three","Puzzle",TBD
com.FireproofStudios.TheRoom2,"The Room Two","Puzzle",TBD
com.FireproofStudios.TheRoom4,"The Room: Old Sins","Puzzle",TBD
com.onebutton.mrsuper2,"The Superhero League 2","Puzzle",TBD
com.weegoon.thiefpuzzle,"Thief Puzzle: to pass a level","Puzzle",TBD
onetap.game.tictactoe,"Tic Tac Toe 2 Player: XO Game","Puzzle",TBD
com.OtherTales.TickTock,"Tick Tock: A Tale for Two","Puzzle",TBD
com.gamovation.tileclub,"Tile Club - Match Puzzle Game","Puzzle",TBD
com.oakever.tiletrip,"Tile Explorer - Triple Match","Puzzle",TBD
net.peakgames.toonblast,"Toon Blast","Puzzle",TBD
net.peakgames.amy,"Toy Blast","Puzzle",TBD
io.randomco.travel,"Travel Town - Merge Adventure","Puzzle",TBD
com.higame.annoying.tricky.story.puzzle.game,"Tricky Prank: Annoying Quest","Puzzle",TBD
com.master.triple3d.find,"Triple Match 3D","Puzzle",Match-3
com.rc.cityCleaner,"Triple Match City","Puzzle",TBD
com.humblebundle.unpacking,"Unpacking","Puzzle",TBD
com.playvalve.watersort,"Water Sort Puz - Color Game","Puzzle",TBD
water.sortpuz.puzzle.sort.quest,"Water SortPuz 3D:Color Sort","Puzzle",TBD
puzzle.yarn.fever.unravel.puzzle,"Yarn Fever! Unravel Puzzle","Puzzle",TBD
com.lrg2,"Car Down","Racing",TBD
com.dino.race.master,"Car Race","Racing",TBD
com.naturalmotion.customstreetracer2,"CSR 2 Realistic Drag Racing","Racing",TBD
com.notdoppler.earntodie,"Earn to Die","Racing",TBD
com.aim.racing,"Extreme Car Driving Simulator","Racing",TBD
com.hutchgames.formularacing,"F1 Clash - Official 2025 Game","Racing",TBD
com.feralinteractive.gridas,"GRID™ Autosport","Racing",TBD
com.feralinteractive.gridlegends_android,"GRID™ Legends: Deluxe Edition","Racing",TBD
com.MadOut.BIG,"MadOut 2: Grand Auto Racing","Racing",TBD
com.chennaigames.mrracer.premium,"MR RACER : Premium Racing Game","Racing",TBD
com.digitaldreamlabs.retrodrive,"Overdrive 2.6","Racing",TBD
com.easygames.race,"Race Master 3D: Car Racing","Racing",TBD
brownmonster.app.game.rushrally2,"Rush Rally 2","Racing",TBD
brownmonster.app.game.rushrally3,"Rush Rally 3","Racing",TBD
com.rush.xtreme.sports,"RUSH: Xtreme","Racing",TBD
com.MojoGames.EraEvolution,"Timeline Up","Racing",TBD
com.hutchgames.cccg,"Top Drives - Car Race Battles","Racing",TBD
com.hg.wreckfest,"Wreckfest","Racing",TBD
com.valorware.ninthdawniii,"9th Dawn III RPG","Role Playing",TBD
com.pazugames.avatarworld,"Avatar World ®","Role Playing",TBD
com.beamdog.baldursgateIIenhancededition,"Baldur's Gate II: Enhanced Ed.","Role Playing",TBD
com.neowizgames.game.browndust2,"BrownDust2 - Full Burst RPG","Role Playing",TBD
com.habby.capybara,"Capybara Go!","Role Playing",TBD
com.RedPlumeLLC.CoL,"Caves of Lore","Role Playing",TBD
com.smilegate.chaoszero.stove.google,"Chaos Zero Nightmare","Role Playing",TBD
com.square_enix.android_googleplay.chrono,"CHRONO TRIGGER (Upgrade Ver.)","Role Playing",TBD
com.ridgge.conquercountries,"Conquer Countries","Role Playing",TBD
com.devsisters.ck,"CookieRun: Kingdom","Role Playing",TBD
com.blizzard.diablo.immortal,"Diablo Immortal","Role Playing",TBD
com.terrycavanaghgames.diceydungeons,"Dicey Dungeons","Role Playing",TBD
com.square_enix.android_googleplay.dq1_gp,"DRAGON QUEST","Role Playing",TBD
com.BlackSaltGames.DREDGE,"DREDGE","Role Playing",TBD
com.strayfawnstudio.dungeonclawlermobile,"Dungeon Clawler","Role Playing",TBD
com.zigzagame.evertale,"Evertale","Role Playing",TBD
com.ilmfinity.evocreo_2,"EvoCreo2: Monster Trainer RPG","Role Playing",TBD
net.fdgames.ek.androidfull,"Exiled Kingdoms - Full","Role Playing",TBD
com.manekigames.fashionqueen,"Fashion Queen: Dress Up Game","Role Playing",TBD
com.aniplex.fategrandorder.en,"Fate/Grand Order (English)","Role Playing",TBD
com.square_enix.android_googleplay.FFPR,"FINAL FANTASY","Role Playing",TBD
com.square_enix.android_googleplay.FFIV_GP,"FINAL FANTASY IV (3D REMAKE)","Role Playing",TBD
com.square_enix.android_googleplay.FFVII,"FINAL FANTASY VII","Role Playing",TBD
com.square_enix.android_googleplay.FFVIII,"FINAL FANTASY VIII Remastered","Role Playing",TBD
com.proximabeta.nikke,"GODDESS OF VICTORY: NIKKE","Role Playing",TBD
jp.goodsmile.grandsummonersglobal_android,"Grand Summoners - Anime RPG","Role Playing",TBD
com.halls.of.torment.paid.gp,"Halls of Torment: Premium","Role Playing",TBD
com.nexters.herowars,"Hero Wars: Alliance","Role Playing",TBD
com.NewFolderGames.IAmBird,"I Am Bird","Role Playing",TBD
com.NewFolderGames.IAmSecurirty,"I Am Security","Role Playing",TBD
com.iskslowtest.mislen,"Isekai:Slow Life","Role Playing",TBD
com.zzsjus.google,"Legend of Elements","Role Playing",TBD
com.megoogames.loot,"Lootfiend: Idle Dungeons","Role Playing",TBD
com.nexon.ma,"MapleStory : Idle RPG","Role Playing",TBD
com.foxnextgames.m3,"MARVEL Strike Force: Squad RPG","Role Playing",TBD
com.llc3909.papersplease,"Papers, Please","Role Playing",TBD
com.EtherGaming.PocketRoguesUltimate,"Pocket Rogues: Ultimate","Role Playing",TBD
io.supercent.prison,"Prison Life: Idle Game","Role Playing",TBD
com.plarium.raidlegends,"RAID: Shadow Legends","Role Playing",TBD
com.ea.game.starwarscapital_row,"Star Wars™: Galaxy of Heroes","Role Playing",TBD
com.chucklefish.stardewvalley,"Stardew Valley","Role Playing",TBD
com.com2us.smon.normal.freefull.google.kr.android.common,"Summoners War","Role Playing",TBD
com.guigugame.guigubahuangoverseas,"Tale of Immortal","Role Playing",TBD
com.netmarble.nanagb,"The Seven Deadly Sins","Role Playing",TBD
com.td.watcherofrealms,"Watcher of Realms","Role Playing",TBD
com.td.uswatcherofrealms,"Watcher of Realms - US","Role Playing",TBD
com.HoYoverse.Nap,"Zenless Zone Zero","Role Playing",TBD
com.aerofly.aeroflyfsg1,"Aerofly FS Global","Simulation",TBD
com.squadbuilt.af,"American Farming","Simulation",TBD
com.nintendo.zasa,"Animal Crossing: Pocket Camp C","Simulation",TBD
com.gtsy.annoying.punch.game,"Annoying Uncle Punch Game","Simulation",TBD
com.cdt.spronki.playground,"Beats Playground","Simulation",TBD
com.candywriter.bitlife,"BitLife - Life Simulator","Simulation",TBD
com.bitzooma.blackborder2,"Black Border 2","Simulation",TBD
com.cliffs.pro.cell.building.crazy.clever.craft,"Block Crazy Robo World Craft","Simulation",TBD
com.solitairetripeaks.masterdesign,"Carnival Tycoon: Coin Games","Simulation",TBD
com.mars.avgchapters,"Chapters: Interactive Stories","Simulation",TBD
org.dashnet.cookieclickeradless,"Cookie Clicker (ad-less)","Simulation",TBD
com.decor.life,"Decor Life - Home Design Game","Simulation",TBD
net.kairosoft.android.demoncastle,"Demon Castle Story","Simulation",TBD
com.crowdstar.covetHome,"Design Home™: House Makeover","Simulation",TBD
com.alexp.eyemix,"Eye Color Mix","Simulation",TBD
com.giantssoftware.fs23.google,"Farming Simulator 23 Mobile","Simulation",TBD
com.square_enix.android_googleplay.FFT_en2,"FINAL FANTASY TACTICS : WotL","Simulation",TBD
com.nintendo.zaba,"Fire Emblem Heroes","Simulation",TBD
com.tensquaregames.letsfish2,"Fishing Clash: Sport Simulator","Simulation",TBD
com.g2labs.floatingsandboxmobile,"Floating Sandbox","Simulation",TBD
games.paveldogreat.fluidsim,"Fluid - Trippy Stress Reliever","Simulation",TBD
com.clickteam.freddyfazbearspizzeriasimulator,"FNaF 6: Pizzeria Simulator","Simulation",TBD
com.greenheartgames.gdt,"Game Dev Tycoon","Simulation",TBD
com.mechanist.vampire.aos,"Game of Vampires: Twilight Sun","Simulation",TBD
com.noodlecake.gettingoverit,"Getting Over It","Simulation",TBD
com.coffeestain.goatsimulator3,"Goat Simulator 3","Simulation",TBD
com.redcell.goldandgoblins,"Gold and Goblins: Mining Games","Simulation",TBD
com.NewFolderGames.IAmCat,"I Am Cat","Simulation",TBD
com.NewFolderGames.IAmMonkey,"I Am Monkey","Simulation",TBD
com.wa.cult.empire.tycoon.idle.game,"Idle Cult Empire - Evil Tycoon","Simulation",TBD
com.warrior.banker.gp,"Idle Landlord Sim","Simulation",TBD
com.zombie.idleminertycoon,"Idle Zombie Miner: Gold Tycoon","Simulation",TBD
com.fc.p.cp.jelly.mukbang.asmr.live.diy,"Jelly Master: Mukbang ASMR","Simulation",TBD
com.playflix.kick.breakragdoll.games,"Kick & Break The Ragdoll Games","Simulation",TBD
com.vizorapps.klondike,"Klondike Adventures: Farm Game","Simulation",TBD
com.advant.streamer,"Lamar - Idle Vlogger","Simulation",TBD
com.papegames.lysk.en,"Love and Deepspace","Simulation",TBD
com.game.fashion.magic.princess.dressup,"Magic Fashion: Doll Dressup","Simulation",TBD
com.mcolotto.magicresearchtwo,"Magic Research 2","Simulation",TBD
com.studio27.MelonPlayground,"Melon Sandbox","Simulation",TBD
com.merge.cooking.theme.restaurant.food,"Merge Cooking®","Simulation",TBD
nz.co.codepoint.minimetro,"Mini Metro","Simulation",TBD
com.u1.prank.school.monkey,"Monkey Student: School Prank","Simulation",TBD
com.focushome.MudRunnerAndroid,"MudRunner","Simulation",TBD
cat.game.liftapp,"My Cat - Virtual pet simulator","Simulation",TBD
com.Sarepta.MyChildLebensborn,"My Child Lebensborn","Simulation",TBD
com.leisure.global,"My Leisure Time","Simulation",TBD
com.playstrom.my.sticker.room,"My Sticker Room - Decor Game","Simulation",TBD
com.newnormalgames.phonecasediy,"Phone Case DIY","Simulation",TBD
io.supercent.pizzaidle,"Pizza Ready!","Simulation",TBD
com.codebrewgames.pocketcitygame,"Pocket City","Simulation",TBD
com.codebrewgames.pocketcity2,"Pocket City 2","Simulation",TBD
com.drycactus.polybridge2,"Poly Bridge 2","Simulation",TBD
com.drycactus.polybridge3,"Poly Bridge 3","Simulation",TBD
it.rortos.rcs,"RCS - Real Combat Simulator","Simulation",TBD
com.flatgames.football.referee.simulator,"Referee Simulator 3D","Simulation",TBD
com.gamefirst.religioninc,"Religion Inc. God Simulator","Simulation",TBD
it.rortos.realflightsimulator,"RFS - Real Flight Simulator","Simulation",TBD
com.atari.mobile.rctclassic,"RollerCoaster Tycoon® Classic","Simulation",TBD
com.bandainamcoent.gget_WW,"SD Gundam G Generation ETERNAL","Simulation",TBD
com.fc.p.gp.skincare.makeup.makeover.asmr.game,"Skincare Time: Makeover ASMR","Simulation",TBD
com.paradyme.solarsmash,"Solar Smash","Simulation",TBD
adventure.party.real.life,"Sunday City: Life RolePlay","Simulation",TBD
com.newmoonproduction.sunshineisland,"Sunshine Island : Farming Game","Simulation",TBD
com.xd.tabs.google,"TABS Pocket Edition","Simulation",TBD
com.syubestgames.teachersimulator,"Teacher Simulator: Exam Time","Simulation",TBD
com.ea.games.simsfreeplay_row,"The Sims™ FreePlay","Simulation",TBD
com.TechTreeGames.TheTower,"The Tower - Idle Tower Defense","Simulation",TBD
com.monopoly.dream.idle.king,"Top Tycoon: Coin Theme Empire","Simulation",TBD
com.hg.townsmen7,"Townsmen Premium","Simulation",TBD
com.infinity.traffix,"Traffix: Traffic Simulator","Simulation",TBD
trophy.hunter.hunting.games.sniper.shooting,"Trophy Hunter – Hunting Game","Simulation",TBD
com.cygames.umamusume,"Umamusume: Pretty Derby","Simulation",TBD
com.pd.vehiclemasters,"Vehicle Masters","Simulation",TBD
com.BallGames.Woodturning,"Woodturning","Simulation",TBD
com.miniclip.eightballpool,"8 Ball Pool","Sports",TBD
com.pgp.bybb01,"Backyard Baseball '01","Sports",TBD
com.pgp.byf99,"Backyard Football '99","Sports",TBD
com.boombitgames.Dartsy,"Darts Club: PvP Multiplayer","Sports",TBD
com.ea.gp.fifaultimate,"EA SPORTS FC™ 26 Companion","Sports",TBD
com.ea.gp.fifamobile,"EA SPORTS FC™ Mobile Soccer","Sports",TBD
jp.konami.pesam,"eFootball™","Sports",TBD
com.undergroundcreative.footballchairmanpro,"Football Chairman Pro (Soccer)","Sports",TBD
com.undergroundcreative.footballchairmanpro2,"Football Chairman Pro 2","Sports",TBD
com.mage.goalbattle,"Goal Battle - Soccer Games","Sports",TBD
com.playdemic.golf.android,"Golf Clash - Golfing Simulator","Sports",TBD
com.sports.real.golf.rival.online,"Golf Rival - Multiplayer Game","Sports",TBD
com.gmail.toms.kevin.ktfsm,"Kevin Toms Football * Manager","Sports",TBD
com.com2us.ninepb3d.normal.freefull.google.global.android.common,"MLB 9 Innings 26","Sports",TBD
com.cherrypopgames.snookerblitz,"Snooker Blitz","Sports",TBD
com.soccer.score.star,"Soccer Superstar","Sports",TBD
eu.nordeus.topeleven.android,"Top Eleven Be a Soccer Manager","Sports",TBD
com.trueaxis.trueskate,"True Skate","Sports",TBD
com.catdaddy.cat22,"WWE SuperCard - Wrestling Game","Sports",TBD
com.Flanne.MinutesTillDawn.roguelike.shooting.gp,"20 Minutes Till Dawn:Premium","Strategy",TBD
com.proximabeta.aoemobile,"Age of Empires Mobile","Strategy",TBD
com.camelgames.aoz,"Age of Origins","Strategy",TBD
com.global.antgame,"Ant Legion: For The Swarm","Strategy",TBD
com.a3.topgirl.gplay,"Apex Girl","Strategy",TBD
com.PlausibleConcept.BadNorthFull,"Bad North: Jotunn Edition","Strategy",TBD
com.ninjakiwi.bloonstd5,"Bloons TD 5","Strategy",TBD
com.ninjakiwi.bloonstd6,"Bloons TD 6","Strategy",TBD
com.supercell.clashofclans,"Clash of Clans","Strategy",TBD
com.supercell.clashroyale,"Clash Royale","Strategy",TBD
com.PanikArcade.CloverPit,"CloverPit","Strategy",TBD
com.feralinteractive.companyofheroes_android,"Company of Heroes","Strategy",TBD
com.readygo.dark.gp,"Dark War Survival","Strategy",TBD
com.kingsgroup.dcdly,"DC: Dark Legion™","Strategy",TBD
com.igg.android.doomsdaylastsurvivors,"Doomsday × Attack on Titan","Strategy",TBD
com.khg.doorkickers,"Door Kickers","Strategy",TBD
com.topgamesinc.evony,"Evony: The King's Return","Strategy",TBD
com.scottgames.fnaf2,"Five Nights at Freddy's 2","Strategy",TBD
com.hariwn.legendofcivilizations,"Forge Master","Strategy",TBD
com.games.foundation,"Foundation: Galactic Frontier","Strategy",TBD
com.funplus.kingofavalon,"Frost & Flame: King of Avalon","Strategy",TBD
com.wb.goog.got.conquest,"Game of Thrones: Conquest ™","Strategy",TBD
com.diandian.gog,"Guns of Glory: Lost Island","Strategy",TBD
com.gtarcade.ioe.global,"Infinity Kingdom","Strategy",TBD
com.ironhidegames.android.ironmarines.invasion.rts,"Iron Marines 2 - Invasion RTS","Strategy",TBD
com.tap4fun.odin.kingdomguard,"Kingdom Guard: Tower Defense","Strategy",Tower Defense
com.ironhidegames.android.kingdomrush.alliance,"Kingdom Rush 5: Alliance TD","Strategy",TBD
com.ironhidegames.android.kingdomrushfrontiers,"Kingdom Rush Frontiers TD","Strategy",TBD
com.ironhidegames.android.kingdomrushorigins,"Kingdom Rush Origins TD","Strategy",TBD
com.ironhidegames.android.kingdomrush4,"Kingdom Rush Vengeance TD Game","Strategy",TBD
com.run.tower.defense,"Kingshot","Strategy",TBD
com.justgame.jails,"Lands of Jail","Strategy",TBD
com.more.dayzsurvival.gp,"Last Shelter: Survival","Strategy",TBD
com.fun.lastwar.gp,"Last War:Survival Game","Strategy",TBD
com.readygo.barrel.gp,"Last Z: Survival Shooter","Strategy",TBD
com.igg.android.lordsmobile,"Lords Mobile: tokidoki GO!","Strategy",TBD
com.oxiwyle.modernage3premium,"MA 3 – President Simulator PRO","Strategy",TBD
com.yottagames.mafiawar,"Mafia City","Strategy",TBD
com.miclos.google.games.outthere,"Out There: Ω Edition","Strategy",TBD
com.funfizz.palmon.gp,"Palmon: Survival","Strategy",TBD
air.com.flipline.papasbakeriatogo,"Papa's Bakeria To Go!","Strategy",TBD
air.com.flipline.papasburgeriatogo,"Papa's Burgeria To Go!","Strategy",TBD
air.com.flipline.papascheeseriatogo,"Papa's Cheeseria To Go!","Strategy",TBD
air.com.flipline.papascluckeriatogo,"Papa's Cluckeria To Go!","Strategy",TBD
air.com.flipline.papascupcakeriatogo,"Papa's Cupcakeria To Go!","Strategy",TBD
air.com.flipline.papasdonuteriatogo,"Papa's Donuteria To Go!","Strategy",TBD
air.com.flipline.papasfreezeriatogo,"Papa's Freezeria To Go!","Strategy",TBD
air.com.flipline.papasmochariatogo,"Papa's Mocharia To Go!","Strategy",TBD
air.com.flipline.papaspaleteriatogo,"Papa's Paleteria To Go!","Strategy",TBD
air.com.flipline.papaspancakeriatogo,"Papa's Pancakeria To Go!","Strategy",TBD
air.com.flipline.papaspastariatogo,"Papa's Pastaria To Go!","Strategy",TBD
air.com.flipline.papaspizzeriatogo,"Papa's Pizzeria To Go!","Strategy",TBD
air.com.flipline.papasscooperiatogo,"Papa's Scooperia To Go!","Strategy",TBD
air.com.flipline.papassushiriatogo,"Papa's Sushiria To Go!","Strategy",TBD
air.com.flipline.papastacomiatogo,"Papa's Taco Mia To Go!","Strategy",TBD
air.com.flipline.papaswingeriatogo,"Papa's Wingeria To Go!","Strategy",TBD
com.joycity.potc,"Pirates of the Caribbean: ToW","Strategy",TBD
com.global.pnck,"Puzzles & Chaos: Frozen Castle","Strategy",TBD
com.global.ztmslg,"Puzzles & Survival","Strategy",TBD
com.wireless.defenseland,"Raid Rush: Tower Defense TD","Strategy",Tower Defense
com.aniplex.resu,"Resident Evil Survival Unit","Strategy",TBD
com.im30.ROE.gp,"Rise of Castles: Ice and Fire","Strategy",TBD
com.lilithgame.roc.gp,"Rise of Kingdoms: Lost Crusade","Strategy",TBD
com.feralinteractive.rometw,"ROME: Total War","Strategy",TBD
com.corrodinggames.rts,"Rusted Warfare - RTS Strategy","Strategy",TBD
com.seaofconquest.global,"Sea of Conquest: Pirate War","Strategy",TBD
com.scopely.startrek,"Star Trek Fleet Command","Strategy",TBD
com.kingsgroup.sos,"State of Survival: Zombie War","Strategy",TBD
com.sivona.stormshot.e,"Stormshot: Isle of Adventure","Strategy",TBD
com.yottagames.gameofmafia,"The Grand Mafia","Strategy",TBD
com.doghowlgames.thronefall,"Thronefall","Strategy",TBD
com.funplus.ts.global,"Tiles Survive!","Strategy",TBD
com.greenmushroom.boomblitz.gp,"Top Heroes: Kingdom Saga","Strategy",TBD
com.topwar.gp,"Top War: Battle Game","Strategy",TBD
com.totalbattle,"Total Battle: Tactical Wars","Strategy",TBD
com.feralinteractive.empire_android,"Total War: EMPIRE","Strategy",TBD
com.feralinteractive.medieval2_android,"Total War: MEDIEVAL II","Strategy",TBD
com.feralinteractive.napoleon_android,"Total War: NAPOLEON","Strategy",TBD
com.igg.android.vikingriseglobal,"Viking Rise: Train Your Dragon","Strategy",TBD
com.plarium.vikings,"Vikings: War of Clans PvP","Strategy",TBD
com.camelgames.superking,"War and Order","Strategy",TBD
com.snowprintstudios.tacticus,"Warhammer 40,000: Tacticus ™","Strategy",TBD
com.wondergames.warpath.gp,"Warpath: Ace Shooter","Strategy",TBD
com.gof.global,"Whiteout Survival","Strategy",TBD
com.feralinteractive.xcom2_android,"XCOM 2 Collection","Strategy",TBD
com.unicostudio.braintest,"Brain Test: Tricky Puzzles","Trivia",TBD
com.timleg.quizPro,"Endless Quiz Pro","Trivia",TBD
com.barnstormgames.tenable,"Tenable","Trivia",TBD
com.jackboxgames.tjpp10,"The Jackbox Party Pack 10","Trivia",TBD
com.barnstormgames.thewheelpremium,"The Wheel: Premium Edition","Trivia",TBD
com.nhnpa.cps,"#コンパス【戦闘摂理解析システム】","Unknown",TBD
kemco.execreate.alterpremium,"[Premium] RPG Alter Age","Unknown",TBD
kemco.execreate.magicalgirlspremium,"[Premium] RPG Astrune Academy","Unknown",TBD
kemco.execreate.lapispremium,"[Premium] RPG Dragon Lapis","Unknown",TBD
kemco.execreate.ghostpremium,"[Premium] RPG Ghost Sync","Unknown",TBD
kemco.execreate.isekaipremium,"[Premium] RPG Isekai Rondo","Unknown",TBD
kemco.execreate.dungeoncardroguepremium,"[Premium] RPG Overrogue","Unknown",TBD
kemco.execreate.spiritheropremium,"[Premium] RPG Spirit Valor","Unknown",TBD
kemco.execreate.asdivineknotpremium,"[Premium] RPG アスディバインノット","Unknown",TBD
kemco.execreate.asdivinehearts2premium,"[Premium]RPG Asdivine Hearts 2","Unknown",TBD
com.paondp.simhib,"[パチスロ]いざ！番長","Unknown",TBD
com.paondp.simfmc,"[パチスロ]もっと！クレアの秘宝伝","Unknown",TBD
com.paondp.simgys,"[パチスロ]吉宗(2025)","Unknown",TBD
com.paondp.simcb4,"[パチスロ]押忍！番長４","Unknown",TBD
com.riotgames.league.wildrifttw,"《英雄聯盟：激鬥峽谷》","Unknown",TBD
jp.co.netfun.chibariyo2.opt,"【スマスロ】チバリヨ2","Unknown",TBD
jp.co.netfun.jk5.opt,"【パチスロ】十字架5","Unknown",TBD
jp.dorasu.apps.newpulsarbt,"【激J slot】スマスロニューパルサーBT","Unknown",TBD
jp.dorasu.apps.monkeyturn5,"【激J slot】スマスロモンキーターンⅤ","Unknown",TBD
jp.dorasu.apps.hyperrush,"【激J slot】パチスロハイパーラッシュ","Unknown",TBD
com.studiolico.woodenstick,"+99 Reinforced Wooden Stick","Unknown",TBD
com.breal1.app,"1 Real","Unknown",TBD
com.onerupee,"1 Rupee","Unknown",TBD
com.birrupee.app,"1 Rupee","Unknown",TBD
com.ntori.originglobal,"12SKY M GLOBAL","Unknown",TBD
com.VillaGamesGroup.OneFiveSeven,"157 Grau: Online RP","Unknown",TBD
jp.co.liberent.eighteentrip,"18TRIP （エイトリ）","Unknown",TBD
com.os.airforce,"1945 Air Force: Airplane Games","Unknown",TBD
pics.karaage.picshinri,"1ピック心理テスト","Unknown",TBD
com.ction.playergames,"2 3 4 Player Mini Games","Unknown",TBD
com.refineryproductions_2112td,"2112TD: Tower Defense Survival","Unknown",TBD
com.screw3d.match.nuts.bolts.pin.jam.away.puzzle,"3D Bolt Master™: Screw Master®","Unknown",TBD
com.agjdls.gamshark,"3D Fish Growing Growing","Unknown",TBD
com.run.squid.challenges.survival.clash,"456 Run Challenge: Clash 3D","Unknown",TBD
com.rupee5.app,"5 Rupee","Unknown",TBD
com.five5zloty,"5 Zlotych","Unknown",TBD
de.application_systems.SixTakes,"6 takes!","Unknown",TBD
com.robotgentleman.game60seconds,"60 Seconds! Atomic Adventure","Unknown",TBD
com.Lizardry.Youllbedeadin7days,"7 Days to End with You","Unknown",TBD
com.rprod.sevenwonders,"7 Wonders","Unknown",TBD
com.rprod.duel,"7 Wonders DUEL","Unknown",TBD
br.bet.sevengames,"7Games™ Bet, Cassino & Apostas","Unknown",TBD
com.Valorware.NinthDawnRemake,"9th Dawn Remake RPG","Unknown",TBD
com.ermsims.a320cfdsfull,"A320 CFDS Maintenance Trainer","Unknown",TBD
jp.co.capcom.gyakusai123,"Ace Attorney Trilogy","Unknown",TBD
com.piatnik.ActivityOriginal,"ACTIVITY Original","Unknown",TBD
kemco.mistastories.senrinokifu,"ADV 千里の棋譜 ～現代将棋ミステリー～","Unknown",TBD
com.square_enix.adventures,"Adventures of Mana","Unknown",TBD
com.moderngames.aerthlings,"AERTHLINGS","Unknown",TBD
com.lilithgame.hgame.gp,"AFK Arena","Unknown",TBD
com.aurogon.Afterimage,"Afterimage","Unknown",TBD
com.tap4fun.ape.gplay,"Age of Apes","Unknown",TBD
age.of.history3.lukasz.jakowski,"Age of History 3","Unknown",TBD
age.of.civilizations2.jakowski.lukasz,"Age of History II","Unknown",TBD
com.ageofwarpath.globalwarzone,"Age of Warpath: Global Warzone","Unknown",TBD
co.yakand.agentaapuzzleindisguise,"Agent A: A puzzle in disguise","Unknown",TBD
com.sgs.sniper.agent.agenthunt.shootergame.snipergame.gun.game,"Agent Shooter - Shooting Game","Unknown",TBD
com.ahaworld.ahaworld,"Aha World: Doll Dress-Up Game","Unknown",TBD
com.nctaiwan.aion2,"AION2","Unknown",TBD
com.ncsoft.aion2,"AION2","Unknown",TBD
com.game.air.shooter,"Air Shooter","Unknown",TBD
com.nordcurrent.flyingfever,"Airplane Chefs - Cooking Game","Unknown",TBD
com.sunsetgames.bordersecurity,"Airport Security","Unknown",TBD
com.nzd.malo,"Akatsuki: A Ninja‘s Tale","Unknown",TBD
com.albiononline,"Albion Online","Unknown",TBD
com.andrej.simulator,"Alien Watch","Unknown",TBD
com.swordreforged.allaboardthetraindefenseexpress,"All Aboard! Defense Express","Unknown",TBD
tv.alphablocks.abhowtowrite,"Alphablocks, How to Write","Unknown",TBD
uk.co.bluezoo.meetthealphablocks2,"Alphablocks: Letter Fun!","Unknown",TBD
com.caracolu.alterego.complex,"ALTER EGO COMPLEX","Unknown",TBD
com.GSQ.XiaWorld.googleplay,"Amazing Cultivation Simulator","Unknown",TBD
com.fayju.amazingfrog,"Amazing Frog?®","Unknown",TBD
net.gameduo.anotherdungeon,"Another Dungeon","Unknown",TBD
games.wfs.anothereden,"ANOTHER EDEN Global","Unknown",TBD
de.schroedel.Antolin1_2,"Antolin Lesespiele 1/2","Unknown",TBD
de.schroedel.Antolin3_4,"Antolin Lesespiele 3/4","Unknown",TBD
aenu.aps3e.premium,"aPS3e Premium","Unknown",TBD
com.romance.jour8ney,"Aqua Romance: Sort Journey","Unknown",TBD
com.kakaogames.aaw,"ArcheAge WAR","Unknown",TBD
com.habby.archero,"Archero","Unknown",TBD
archery.clash.tournament,"Archery Clash!","Unknown",TBD
com.proximabeta.mf.uamo,"Arena Breakout: Realistic FPS","Unknown",TBD
